NCBITaxon_108151 | unidentified eubacterium clone BSV03
NCBITaxon_984729 | Acidobacteria bacterium enrichment culture clone C15_08_S74
NCBITaxon_984730 | Acidobacteria bacterium enrichment culture clone C16_08_S68
NCBITaxon_984731 | Acidobacteria bacterium enrichment culture clone C17_08_S60
NCBITaxon_984732 | Acidobacteria bacterium enrichment culture clone C18_08_A91
NCBITaxon_984733 | Acidobacteria bacterium enrichment culture clone C19_08_A92
NCBITaxon_984734 | Acidobacteria bacterium enrichment culture clone C20_08_A96
NCBITaxon_984735 | Acidobacteria bacterium enrichment culture clone C21_08_S97
NCBITaxon_984736 | Acidobacteria bacterium enrichment culture clone C22_08_S99
NCBITaxon_984737 | Acidobacteria bacterium enrichment culture clone C23_08_A15
NCBITaxon_984738 | Acidobacteria bacterium enrichment culture clone C24_08_A23
NCBITaxon_984739 | Acidobacteria bacterium enrichment culture clone C26_08_A43
NCBITaxon_984740 | Acidobacteria bacterium enrichment culture clone C28_08_H08
NCBITaxon_984741 | Acidobacteria bacterium enrichment culture clone C29_08_H13
NCBITaxon_984742 | Acidobacteria bacterium enrichment culture clone C30_08_H19
NCBITaxon_984743 | Acidobacteria bacterium enrichment culture clone C31_08_H22
NCBITaxon_984744 | Acidobacteria bacterium enrichment culture clone C32_08_H26
NCBITaxon_984745 | Acidobacteria bacterium enrichment culture clone C33_08_H38
NCBITaxon_984746 | Acidobacteria bacterium enrichment culture clone C34_08_H43
NCBITaxon_984747 | Acidobacteria bacterium enrichment culture clone C35_08_H45
NCBITaxon_984748 | Acidobacteria bacterium enrichment culture clone C36_08_H09
NCBITaxon_984749 | Acidobacteria bacterium enrichment culture clone C37_08_H15
NCBITaxon_984750 | Acidobacteria bacterium enrichment culture clone C38_08_H19
NCBITaxon_984751 | Acidobacteria bacterium enrichment culture clone C39_08_H22
NCBITaxon_984752 | Acidobacteria bacterium enrichment culture clone C40_08_H25
NCBITaxon_984753 | Acidobacteria bacterium enrichment culture clone C41_08_H30
NCBITaxon_984754 | Acidobacteria bacterium enrichment culture clone C42_08_H05
NCBITaxon_984755 | Acidobacteria bacterium enrichment culture clone C43_08_H11
NCBITaxon_984756 | Acidobacteria bacterium enrichment culture clone C44_08_H25
NCBITaxon_984757 | Acidobacteria bacterium enrichment culture clone C45_08_H35
NCBITaxon_984758 | Acidobacteria bacterium enrichment culture clone C46_08_H59
NCBITaxon_382175 | uncultured Thermodesulfobacteriota bacterium
NCBITaxon_142190 | uncultured bacterium SBR2095
NCBITaxon_167965 | uncultured Termite group 1 bacterium
NCBITaxon_3056411 | uncultured Elusimicrobia sp.
NCBITaxon_74300 | uncultured eubacterium WCHA1-89
NCBITaxon_2487814 | uncultured Calditrichota bacterium
NCBITaxon_453413 | uncultured Dictyoglomota bacterium
NCBITaxon_68914 | unidentified Dictyoglomus group OPS145
NCBITaxon_68915 | unidentified Dictyoglomus group OPS61
NCBITaxon_1126550 | Synergistetes oral clone 20-67
NCBITaxon_1127556 | Synergistetes oral clone 20-42
NCBITaxon_1220870 | Synergistetes bacterium enrichment culture clone H12_1_1
NCBITaxon_1220871 | Synergistetes bacterium enrichment culture clone H12_1_14
NCBITaxon_1220872 | Synergistetes bacterium enrichment culture clone H12_1_21
NCBITaxon_1220873 | Synergistetes bacterium enrichment culture clone H12_1_32
NCBITaxon_1220874 | Synergistetes bacterium enrichment culture clone H12_1_4
NCBITaxon_1220875 | Synergistetes bacterium enrichment culture clone H12_2_54
NCBITaxon_1220876 | Synergistetes bacterium enrichment culture clone H12_2_56
NCBITaxon_1220877 | Synergistetes bacterium enrichment culture clone H12_2_58
NCBITaxon_1220878 | Synergistetes bacterium enrichment culture clone L11_1_25
NCBITaxon_1220879 | Synergistetes bacterium enrichment culture clone L11_1_35
NCBITaxon_1220880 | Synergistetes bacterium enrichment culture clone L11_1_36
NCBITaxon_1220881 | Synergistetes bacterium enrichment culture clone L11_1_6
NCBITaxon_1220882 | Synergistetes bacterium enrichment culture clone L11_2_51
NCBITaxon_1220883 | Synergistetes bacterium enrichment culture clone L11_2_67
NCBITaxon_1223022 | Synergistetes bacterium enrichment culture clone L55B-109
NCBITaxon_1223023 | Synergistetes bacterium enrichment culture clone L55B-112
NCBITaxon_1223024 | Synergistetes bacterium enrichment culture clone L55B-119
NCBITaxon_1223025 | Synergistetes bacterium enrichment culture clone L55B-126
NCBITaxon_1223026 | Synergistetes bacterium enrichment culture clone L55B-2
NCBITaxon_1223027 | Synergistetes bacterium enrichment culture clone L55B-54
NCBITaxon_1223028 | Synergistetes bacterium enrichment culture clone L55B-82
NCBITaxon_1223029 | Synergistetes bacterium enrichment culture clone L55B-86
NCBITaxon_1647750 | Synergistetes bacterium enrichment culture
NCBITaxon_447826 | uncultured Synergistota bacterium
NCBITaxon_585907 | Synergistetes oral clone A2F_22
NCBITaxon_585908 | Synergistetes oral clone A3G_2
NCBITaxon_585909 | Synergistetes oral clone A2G_10
NCBITaxon_585910 | Synergistetes oral clone A3G_7
NCBITaxon_585911 | Synergistetes oral clone A6A_39
NCBITaxon_692280 | Synergistetes oral clone OTU3.1
NCBITaxon_760726 | Synergistetes bacterium enrichment culture clone VNC3B092
NCBITaxon_875975 | Synergistetes bacterium enrichment culture clone DhR^2/LM-F01
NCBITaxon_876860 | Synergistetes oral clone 05 5 E04
NCBITaxon_876861 | Synergistetes oral clone 03 5 D05
NCBITaxon_121240 | eukaryote clone OLI11041
NCBITaxon_121241 | eukaryote clone OLI11115
NCBITaxon_121242 | eukaryote clone OLI11001
NCBITaxon_121243 | eukaryote clone OLI11038
NCBITaxon_121244 | eukaryote clone OLI11010
NCBITaxon_121245 | eukaryote clone OLI11012
NCBITaxon_121246 | eukaryote clone OLI11013
NCBITaxon_121247 | eukaryote clone OLI11015
NCBITaxon_121248 | eukaryote clone OLI11016
NCBITaxon_121249 | eukaryote clone OLI11019
NCBITaxon_121250 | eukaryote clone OLI11023
NCBITaxon_121251 | eukaryote clone OLI11255
NCBITaxon_121252 | eukaryote clone OLI11025
NCBITaxon_121253 | eukaryote clone OLI11261
NCBITaxon_121254 | eukaryote clone OLI11026
NCBITaxon_121255 | eukaryote clone OLI11027
NCBITaxon_121256 | eukaryote clone OLI11030
NCBITaxon_121257 | eukaryote clone OLI11032
NCBITaxon_121258 | eukaryote clone OLI11511
NCBITaxon_121259 | eukaryote clone OLI11055
NCBITaxon_121260 | eukaryote clone OLI11059
NCBITaxon_121261 | eukaryote clone OLI11007
NCBITaxon_121262 | eukaryote clone OLI11072
NCBITaxon_121263 | eukaryote clone OLI11009
NCBITaxon_121264 | eukaryote clone OLI11005
NCBITaxon_121265 | eukaryote clone OLI11008
NCBITaxon_121266 | eukaryote clone OLI11056
NCBITaxon_121267 | eukaryote clone OLI11029
NCBITaxon_121268 | eukaryote clone OLI11033
NCBITaxon_121269 | eukaryote clone OLI11011
NCBITaxon_121270 | eukaryote clone OLI11150
NCBITaxon_121271 | eukaryote clone OLI11066
NCBITaxon_121272 | eukaryote clone OLI11006
NCBITaxon_121273 | eukaryote clone OLI11305
NCBITaxon_121274 | eukaryote clone OLI11345
NCBITaxon_130367 | uncultured marine algae BY-10
NCBITaxon_130368 | uncultured marine algae BY-8
NCBITaxon_151775 | uncultured marine eukaryote DH145-EKD11
NCBITaxon_162551 | eukaryote marine clone ANT12-10
NCBITaxon_162552 | eukaryote marine clone ANT12-11
NCBITaxon_162553 | eukaryote marine clone ANT12-13
NCBITaxon_162554 | eukaryote marine clone ANT12-14
NCBITaxon_162555 | eukaryote marine clone ANT12-2
NCBITaxon_162556 | eukaryote marine clone ANT12-24
NCBITaxon_162557 | eukaryote marine clone ANT12-3
NCBITaxon_162558 | eukaryote marine clone ANT12-4
NCBITaxon_162559 | eukaryote marine clone ANT12-5
NCBITaxon_162560 | eukaryote marine clone ANT12-6
NCBITaxon_162561 | eukaryote marine clone ANT12-7
NCBITaxon_162562 | eukaryote marine clone ANT12-8
NCBITaxon_162563 | eukaryote marine clone ANT37-10
NCBITaxon_162564 | eukaryote marine clone ANT37-11
NCBITaxon_162565 | eukaryote marine clone ANT37-12
NCBITaxon_162566 | eukaryote marine clone ANT37-13
NCBITaxon_162567 | eukaryote marine clone ANT37-15
NCBITaxon_162568 | eukaryote marine clone ANT37-16
NCBITaxon_162569 | eukaryote marine clone ANT37-19
NCBITaxon_162570 | eukaryote marine clone ANT37-20
NCBITaxon_162571 | eukaryote marine clone ANT37-21
NCBITaxon_162572 | eukaryote marine clone ANT37-22
NCBITaxon_162573 | eukaryote marine clone ANT37-23
NCBITaxon_162574 | eukaryote marine clone ANT37-24
NCBITaxon_162575 | eukaryote marine clone ANT37-26
NCBITaxon_162576 | eukaryote marine clone ANT37-27
NCBITaxon_162577 | eukaryote marine clone ANT37-28
NCBITaxon_162578 | eukaryote marine clone ANT37-3
NCBITaxon_162579 | eukaryote marine clone ANT37-30
NCBITaxon_162580 | eukaryote marine clone ANT37-4
NCBITaxon_162581 | eukaryote marine clone ANT37-5
NCBITaxon_162582 | eukaryote marine clone ANT37-6
NCBITaxon_162583 | eukaryote marine clone ANT37-8
NCBITaxon_162584 | eukaryote marine clone ANT37-9
NCBITaxon_162585 | eukaryote marine clone ME1-10
NCBITaxon_162586 | eukaryote marine clone ME1-11
NCBITaxon_162587 | eukaryote marine clone ME1-12
NCBITaxon_162588 | eukaryote marine clone ME1-13
NCBITaxon_162589 | eukaryote marine clone ME1-14
NCBITaxon_162590 | eukaryote marine clone ME1-15
NCBITaxon_162591 | eukaryote marine clone ME1-16
NCBITaxon_162592 | eukaryote marine clone ME1-17
NCBITaxon_162593 | eukaryote marine clone ME1-18
NCBITaxon_162594 | eukaryote marine clone ME1-19
NCBITaxon_162595 | eukaryote marine clone ME1-2
NCBITaxon_162596 | eukaryote marine clone ME1-20
NCBITaxon_162597 | eukaryote marine clone ME1-21
NCBITaxon_162598 | eukaryote marine clone ME1-22
NCBITaxon_162599 | eukaryote marine clone ME1-23
NCBITaxon_162600 | eukaryote marine clone ME1-24
NCBITaxon_162601 | eukaryote marine clone ME1-25
NCBITaxon_162602 | eukaryote marine clone ME1-26
NCBITaxon_162603 | eukaryote marine clone ME1-27
NCBITaxon_162604 | eukaryote marine clone ME1-3
NCBITaxon_162605 | eukaryote marine clone ME1-31
NCBITaxon_162606 | eukaryote marine clone ME1-4
NCBITaxon_162607 | eukaryote marine clone ME1-5
NCBITaxon_162608 | eukaryote marine clone ME1-6
NCBITaxon_162609 | eukaryote marine clone ME1-7
NCBITaxon_162610 | eukaryote marine clone ME1-8
NCBITaxon_162611 | eukaryote marine clone ME1-9
NCBITaxon_162612 | eukaryote marine clone NA11-1
NCBITaxon_162613 | eukaryote marine clone NA11-11
NCBITaxon_162614 | eukaryote marine clone NA11-2
NCBITaxon_162615 | eukaryote marine clone NA11-3
NCBITaxon_162616 | eukaryote marine clone NA11-4
NCBITaxon_162617 | eukaryote marine clone NA11-5
NCBITaxon_162618 | eukaryote marine clone NA11-6
NCBITaxon_162619 | eukaryote marine clone NA11-7
NCBITaxon_162620 | eukaryote marine clone NA37-1
NCBITaxon_162621 | eukaryote marine clone NA37-2
NCBITaxon_162622 | eukaryote marine clone NA37-3
NCBITaxon_162623 | eukaryote marine clone NA37-4
NCBITaxon_162624 | eukaryote marine clone NA37-5
NCBITaxon_162625 | eukaryote marine clone ANT12-9
NCBITaxon_162950 | eukaryote marine clone ME1-1
NCBITaxon_42453 | unidentified eukaryote clone OM13
NCBITaxon_42454 | unidentified eukaryote clone OM19
NCBITaxon_42455 | unidentified eukaryote clone OM22
NCBITaxon_42456 | unidentified eukaryote clone OM20
NCBITaxon_42457 | unidentified eukaryote clone OM21
NCBITaxon_542502 | uncultured eukaryote HF0200_37F04
NCBITaxon_61665 | environmental clone OCS162
NCBITaxon_61666 | environmental clone OCS182
NCBITaxon_61667 | environmental clone OCS20
NCBITaxon_61668 | environmental clone OCS31
NCBITaxon_61669 | environmental clone OCS50
NCBITaxon_61670 | environmental clone OCS54
NCBITaxon_61671 | environmental clone OCS56
NCBITaxon_61672 | environmental clone OM134
NCBITaxon_92491 | uncultured eukaryote ATT3
NCBITaxon_92492 | uncultured eukaryote ATT4
NCBITaxon_77937 | Ice core clone 142-1
NCBITaxon_77938 | Ice core clone 102-2
NCBITaxon_77939 | Ice core clone 129-6
NCBITaxon_77940 | Ice core clone 143-13
NCBITaxon_77941 | Ice core clone 142-5
NCBITaxon_77942 | Ice core clone 64-9
NCBITaxon_77943 | Ice core clone 67-9
NCBITaxon_77944 | Ice core clone 105-2
NCBITaxon_77945 | Ice core clone 145-3
NCBITaxon_77946 | Ice core clone 147-15
NCBITaxon_77947 | Ice core clone 147-5
NCBITaxon_77948 | Ice core clone 149-15
NCBITaxon_77949 | Ice core clone 105-10
NCBITaxon_77950 | Ice core clone 105-11
NCBITaxon_77951 | Ice core clone 105-3
NCBITaxon_77952 | Ice core clone 105-7
NCBITaxon_77953 | Ice core clone 47-13
NCBITaxon_77954 | Ice core clone 47-18
NCBITaxon_77955 | Ice core clone 150-13
NCBITaxon_77956 | Ice core clone 105-9
NCBITaxon_77957 | Ice core clone 147-3
NCBITaxon_77958 | Ice core clone 149-17
NCBITaxon_77959 | Ice core clone 111-5
NCBITaxon_77960 | Ice core clone 111-1
NCBITaxon_77961 | Ice core clone 111-10
NCBITaxon_77962 | Ice core clone 111-13
NCBITaxon_77963 | Ice core clone 111-14
NCBITaxon_77964 | Ice core clone 111-2
NCBITaxon_77965 | Ice core clone 111-6
NCBITaxon_77966 | Ice core clone 111-7
NCBITaxon_77967 | Ice core clone 111-9
NCBITaxon_77968 | Ice core clone 114-12
NCBITaxon_77969 | Ice core clone 114-3
NCBITaxon_77970 | Ice core clone 23-4
NCBITaxon_77971 | Ice core clone 101-14
NCBITaxon_77972 | Ice core clone 101-17
NCBITaxon_77973 | Ice core clone 101-6
NCBITaxon_77974 | Ice core clone 101-8
NCBITaxon_77975 | Ice core clone 36-2
NCBITaxon_77976 | Ice core clone 36-3
NCBITaxon_77977 | Ice core clone 111-11
NCBITaxon_77978 | Ice core clone 114-5
NCBITaxon_77979 | Ice core clone 114-9
NCBITaxon_77980 | Ice core clone 101-12
NCBITaxon_77981 | Ice core clone 101-15
NCBITaxon_77982 | Ice core clone 101-19
NCBITaxon_77983 | Ice core clone 101-7
NCBITaxon_77985 | Ice core clone 22-3
NCBITaxon_77986 | ice core clone 143-7
NCBITaxon_77987 | Ice core clone 101-1
NCBITaxon_77988 | ice core clone 102-17
NCBITaxon_77989 | ice core clone 143-9
NCBITaxon_77990 | ice core clone 136-7
NCBITaxon_77991 | ice core clone 112-1
NCBITaxon_77992 | ice core clone 142-11
NCBITaxon_77993 | ice core clone 142-15
NCBITaxon_77994 | ice core clone 142-19
NCBITaxon_77995 | ice core clone 142-3
NCBITaxon_77996 | ice core clone 142-4
NCBITaxon_77997 | ice core clone 142-9
NCBITaxon_77998 | ice core clone 143-12
NCBITaxon_77999 | ice core clone 143-14
NCBITaxon_78000 | ice core clone 143-15
NCBITaxon_78001 | ice core clone 143-16
NCBITaxon_78002 | ice core clone 143-3
NCBITaxon_78003 | ice core clone 143-4
NCBITaxon_78004 | ice core clone 143-8
NCBITaxon_78005 | ice core clone 102-18
NCBITaxon_78006 | ice core clone 103-2
NCBITaxon_78007 | ice core clone 106-3
NCBITaxon_78008 | ice core clone 129-5
NCBITaxon_78009 | ice core clone 129-7
NCBITaxon_78010 | ice core clone 130-17
NCBITaxon_78011 | ice core clone 130-19
NCBITaxon_78012 | ice core clone 130-20
NCBITaxon_78013 | ice core clone 46-4
NCBITaxon_78014 | ice core clone 67-6
NCBITaxon_78015 | ice core clone 68-17
NCBITaxon_78016 | ice core clone 98-5
NCBITaxon_78017 | ice core clone 142-12
NCBITaxon_78018 | ice core clone 142-18
NCBITaxon_78019 | ice core clone 98-12
NCBITaxon_78020 | Ice core clone 49-12
NCBITaxon_78021 | Ice core clone 145-15
NCBITaxon_78022 | Ice core clone 145-20
NCBITaxon_78023 | Ice core clone 147-12
NCBITaxon_78024 | Ice core clone 149-12
NCBITaxon_78025 | Ice core clone 146-13
NCBITaxon_78026 | Ice core clone 146-16
NCBITaxon_78027 | Ice core clone 45-13
NCBITaxon_78028 | Ice core clone 48-17
NCBITaxon_78029 | Ice core clone 49-16
NCBITaxon_78030 | Ice core clone 63-6
NCBITaxon_78031 | Ice core clone 105-4
NCBITaxon_78032 | Ice core clone 105-6
NCBITaxon_78033 | Ice core clone 105-8
NCBITaxon_78034 | Ice core clone 106-17
NCBITaxon_78035 | Ice core clone 106-18
NCBITaxon_78036 | Ice core clone 144-3
NCBITaxon_78037 | Ice core clone 144-13
NCBITaxon_78038 | Ice core clone 144-7
NCBITaxon_78039 | Ice core clone 145-12
NCBITaxon_78040 | Ice core clone 146-8
NCBITaxon_78041 | Ice core clone 147-19
NCBITaxon_78042 | Ice core clone 150-12
NCBITaxon_78043 | Ice core clone 48-18
NCBITaxon_78044 | Ice core clone 111-3
NCBITaxon_78045 | Ice core clone 114-6
NCBITaxon_78046 | Ice core clone 114-8
NCBITaxon_78047 | Ice core clone 101-20
NCBITaxon_78048 | Ice core clone 101-2
NCBITaxon_78049 | Ice core clone 101-5
NCBITaxon_78050 | Ice core clone 111-18
NCBITaxon_78051 | Ice core clone 22-4
NCBITaxon_78052 | Ice core clone 36-1
NCBITaxon_78053 | Ice core clone 36-4
NCBITaxon_78054 | Ice core clone 101-10
NCBITaxon_78055 | Ice core clone 111-12
NCBITaxon_78056 | Ice core clone 111-4
NCBITaxon_78114 | Ice core clone 105-1
NCBITaxon_243282 | uncultured Cryptophyta
NCBITaxon_315268 | uncultured freshwater cryptophyte
NCBITaxon_315788 | uncultured Teleaulax-like cryptophyte
NCBITaxon_588873 | uncultured marine cryptophyte
NCBITaxon_89240 | uncultured cryptomonad CIBAC-9
NCBITaxon_89241 | uncultured cryptomonad CICYA-1
NCBITaxon_89242 | uncultured cryptomonad VICYA-2
NCBITaxon_51982 | unidentified cryptomonad
NCBITaxon_610164 | uncultured opisthokont
NCBITaxon_2820749 | uncultured Ancyromonadida
NCBITaxon_144315 | uncultured chlorobiont P3-2
NCBITaxon_149987 | uncultured chloroplast GU3A
NCBITaxon_149988 | uncultured chloroplast GU6B
NCBITaxon_149989 | uncultured chloroplast GU10F
NCBITaxon_1074203 | uncultured Cyanophora
NCBITaxon_167164 | uncultured glaucocystophycean
NCBITaxon_590481 | uncultured Amoebozoa
NCBITaxon_2711285 | uncultured Discicristata
NCBITaxon_163233 | unidentified rhodophyte PRD01a010B
NCBITaxon_44763 | unidentified rhodophyte B0m1
NCBITaxon_45027 | unidentified algae B5m6
NCBITaxon_162014 | uncultured rhodophyte
NCBITaxon_696484 | uncultured Apusozoa
NCBITaxon_1111942 | euryarchaeote enrichment culture clone B1-A-102
NCBITaxon_1111943 | euryarchaeote enrichment culture clone B1-A-16
NCBITaxon_1111944 | euryarchaeote enrichment culture clone B1-A-69
NCBITaxon_1111945 | euryarchaeote enrichment culture clone B1-A-96
NCBITaxon_114243 | uncultured euryarchaeote
NCBITaxon_114539 | uncultured archaeon O23F7
NCBITaxon_115055 | uncultured euryarchaeote AM-20A_122
NCBITaxon_115056 | uncultured euryarchaeote AM-20A_123
NCBITaxon_115057 | uncultured euryarchaeote AT-200_29
